date,S,Q_s,S_max,k_q,k_s,c_loss
2023-01-01,7.883781464208555,4.2130447609766755,169.27821837862496,0.7094586559931203,0.16989475738311924,0.06188512581344916
2023-01-02,8.812475399483594,3.652760546800157,167.85102968619438,0.7056528255067009,0.1774647908926809,0.06213845407391761
2023-01-03,16.071326062102926,3.31576354412236,163.32438254871033,0.7082978454801392,0.18606745194249588,0.0622243632467198
2023-01-04,30.440339813642268,3.5375853275277094,127.81343603853493,0.813472598042172,0.2097150180768233,0.06113343396316739
2023-01-05,32.25288734889761,5.448102747180206,20.02756136281687,1.0278796009570992,0.24380264437988786,0.05581294717497727
2023-01-06,25.323503756157628,5.607742701855684,-29.062088370310075,1.021945647485899,0.28498588823047355,0.06456121982612165
2023-01-07,21.452707136272757,4.350614153513456,1.3984808636454615,0.9601185407815984,0.29030132244554824,0.06505790460647076
2023-01-08,17.957589432818537,3.531687444138559,2.64555272888547,0.9567806203321508,0.27936066730207526,0.06517141749382926
2023-01-09,14.817836501878437,3.1902911481249987,1.9195566032962514,0.9628622575037362,0.2781292183166018,0.06577920648873313
2023-01-10,13.84673922096245,4.953466608587375,8.272238760605543,0.9394056231626032,0.26040864472885805,0.06326700748359053
2023-01-11,20.702026569132943,10.878314994101318,23.302217992455475,0.8453015862131373,0.16568636852925636,0.059722936569245426
2023-01-12,21.55831503887069,13.41115043012584,20.654734420929284,0.8816557557537853,0.22397394944676008,0.04284340758112335
2023-01-13,18.71970171554998,5.4507765206827266,17.868005802067664,0.8966229272068036,0.3758923385558741,0.034329110698600174
2023-01-14,10.95913049011259,14.418082329939905,9.576679235128484,0.9107669483948158,0.1406700745825398,0.014101328532409934
2023-01-15,6.935887454891586,7.675660149627637,7.934707073288637,0.8792259106722845,0.24958470805843025,0.017347260766674175
2023-01-16,4.239218941994877,7.4680848174990935,7.163884050439171,0.8767416058728569,0.21678652888732203,0.013360438699799183
2023-01-17,2.548455954998808,6.413183225039147,6.837834886677667,0.8752445191529219,0.2069847918935959,0.013129477055458062
2023-01-18,4.80692818488128,6.950820156942866,6.27883797487358,0.8475545300195432,0.1859755484850552,0.004660438042193092
2023-01-19,2.7191373567253323,7.4958120839839,2.6987941389164787,0.844866734288026,0.17953515514563562,0.008620540410911336
2023-01-20,1.2046112285970851,7.425804178834415,1.1907270796932043,0.8536840736552133,0.18658507450120868,0.010014623774945714
2023-01-21,2.0627535068214873,6.270888090902922,2.993348889677153,0.851923670695299,0.18406279886960467,0.008645495351302167
2023-01-22,0.4990336262705454,5.515896315706561,2.923520869032444,0.8509513997737379,0.17787880721662305,0.008121822450453061
2023-01-23,0.2848740123943606,4.905584463182331,2.8928308023973655,0.8509285815970397,0.17186250038813394,0.00782135484628852
2023-01-24,0.1448199901606133,4.382026102873741,2.8874088369323827,0.8513794002900306,0.1667683149398678,0.007733994440226269
2023-01-25,1.4969217427371029,5.432052498413635,1.364866044251467,0.848370245695329,0.16732500926729682,0.008932877796887206
2023-01-26,-0.9796813280626051,7.692348084143975,-1.31833118695174,0.8601331726154697,0.1775653231783594,0.011208418051483902
2023-01-27,0.32962435477428964,8.05266667278007,0.2612813656402583,0.9037904867814903,0.1981561755505889,0.015460673539829377
2023-01-28,1.0290322858253445,7.4992382325670075,1.0760511565048443,0.9137388514909168,0.19767820234989114,0.016065085280483195
2023-01-29,0.04473428965818764,6.664207104540833,1.0452283455453328,0.9105168940487018,0.1885500941248304,0.01582080954899897
2023-01-30,0.05707785358407016,5.952157124378139,1.1327392314514975,0.9096070906117518,0.17988510853055936,0.01552417316547215
